id,name,address
1123,Herrin Hospital,"201 S 14th St, Herrin, IL, 62948"
1124,Katherine Shaw Bethea Hospital,"403 E 1st St, Dixon, IL, 61021"
1125,Proctor Hospital,"5409 N Knoxville Ave, Peoria, IL, 61614"
1126,Blessing Hospital,"Broadway At 11th Street, Quincy, IL, 62301"
1127,Mt Sinai Hospital Medical Center,"15th Street At California, Chicago, IL, 60608"
1128,Shelby Memorial Hospital,"200 S Cedar St, Shelbyville, IL, 62565"
1129,Copley Memorial Hospital,"2000 Ogden Avenue, Aurora, IL, 60504"
1130,Sherman Hospital,"1425 North Randall Road, Elgin, IL, 60123"
1131,St Anthonys Memorial Hospital,"503 N Maple Street, Effingham, IL, 62401"
1132,Vista Medical Center West,"2615 Washington St, Waukegan, IL, 60085"
1133,Ssm Health St Mary's Hospital -centralia,"400 North Pleasant Avenue, Centralia, IL, 62801"
1134,Galesburg Cottage Hospital,"695 N Kellogg St, Galesburg, IL, 61401"
1135,Cgh Medical Center,"100 East Lefevre Road, Sterling, IL, 61081"
1136,Good Samaritan Regional Hlth Center,"1 Good Samaritan Way, Mount Vernon, IL, 62864"
1137,Advocate Trinity Hospital,"2320 E 93rd St, Chicago, IL, 60617"
1138,West Suburban Medical Center,"3 Erie Court, Oak Park, IL, 60302"
1139,Osf Saint Anthony's Health Center,"St Anthony's Way, Alton, IL, 62002"
1140,St Johns Hospital,"800 E Carpenter St, Springfield, IL, 62769"
1141,Macneal  Hospital,"3249 South Oak Park Avenue, Berwyn, IL, 60402"
1142,Passavant Area Hospital,"1600 W Walnut St, Jacksonville, IL, 62650"
1143,Jersey Community Hospital,"400 Maple Summit Road, Jerseyville, IL, 62052"
1144,Palos Community Hospital,"12251 South 80th Avenue, Palos Heights, IL, 60463"
1145,Rush Oak Park Hospital,"520 S Maple Ave, Oak Park, IL, 60304"
1146,St Mary Medical Center,"3333 North Seminary, Galesburg, IL, 61401"
1147,Adventist La Grange Memorial Hospital,"5101 S Willow Springs Rd, La Grange, IL, 60525"
1148,Saint Francis Medical Center,"530 Ne Glen Oak Ave, Peoria, IL, 61637"
1149,Roseland Community Hospital,"45 W 111th Street, Chicago, IL, 60628"
1150,Touchette Regional Hospital Inc,"5900 Bond Avenue, Centreville, IL, 62207"
1151,Presence Saint Francis Hospital,"355 Ridge Ave, Evanston, IL, 60202"
1152,Louis A Weiss Memorial Hospital,"4646 N Marine Drive, Chicago, IL, 60640"
1153,Loretto Hospital,"645 South Central Ave, Chicago, IL, 60644"
1154,Vista Medical Center East,"1324 North Sheridan Road, Waukegan, IL, 60085"
1155,The University Of Chicago Medical Center,"5841 South Maryland, Chicago, IL, 60637"
1156,Mc Donough District Hospital,"525 East Grant Street, Macomb, IL, 61455"
1157,The Carle Foundation Hospital,"611 West Park Street, Urbana, IL, 61801"
1158,Presence United Samaritans Medical Center,"812 N Logan, Danville, IL, 61832"
1159,Saint Anthony Hospital,"2875 West 19th Street, Chicago, IL, 60623"
1160,Midwestern Region Med Center,"2520 Elisha Avenue, Zion, IL, 60099"
1161,Morris Hospital & Healthcare Centers,"150 W High St, Morris, IL, 60450"
1162,St Bernard Hospital,"326 W 64th St, Chicago, IL, 60621"
1163,Ottawa Regional Hospital & Healthcare Center,"1100 East Norris Drive, Ottawa, IL, 61350"
1164,Presence Covenant Medical Center,"1400 West Park Avenue, Urbana, IL, 61801"
1165,Swedish Covenant Hospital,"5145 N California Ave, Chicago, IL, 60625"
1166,Thorek Memorial Hospital,"850 W Irving Park Rd, Chicago, IL, 60613"
1167,Centegra Health System - Mc Henry Hospital,"4201 Medical Center Drive, Mchenry, IL, 60050"
1168,Presence Resurrection Medical Center,"7435 W Talcott Avenue, Chicago, IL, 60631"
1169,Metrosouth Medical Center,"12935 S Gregory, Blue Island, IL, 60406"
1170,Rush University Medical Center,"1653 West Congress Parkway, Chicago, IL, 60612"
1171,Pekin Memorial Hospital,"600 South 13th Street, Pekin, IL, 61554"
1172,Adventist Hinsdale Hospital,"120 North Oak St, Hinsdale, IL, 60521"
1173,John H Stroger Jr Hospital,"1901 W Harrison St, Chicago, IL, 60612"
1174,Gateway Regional Medical Center,"2100 Madison Avenue, Granite City, IL, 62040"
1175,Advocate Bromenn Medical Center,"1304 Franklin Avenue, Normal, IL, 61761"
1176,Northwestern Lake Forest Hospital,"660 N Westmoreland Road, Lake Forest, IL, 60045"
1177,Holy Cross Hospital,"2701 W 68th Street, Chicago, IL, 60629"
1178,Decatur Memorial Hospital,"2300 North Edward Street, Decatur, IL, 62526"
1179,Greenville Regional Hospital Inc,"200 Healthcare Dr, Greenville, IL, 62246"
1180,St Margarets Hospital,"600 E 1st St, Spring Valley, IL, 61362"
1181,St Josephs Hospital,"9515 Holy Cross Ln, Breese, IL, 62230"
1182,Richland Memorial Hospital,"800 East Locust, Olney, IL, 62450"
1183,Memorial Medical Center,"701 N First St, Springfield, IL, 62781"
1184,University Of Illinois Hospital,"1740 West Taylor St Suite 1400, Chicago, IL, 60612"
1185,Presence St Marys Hospital,"500 W Court St, Kankakee, IL, 60901"
1186,Mercy Hospital And Medical Center,"2525 S Michigan Ave, Chicago, IL, 60616"
1187,Fhn Memorial Hospital,"1045 West Stephenson Street, Freeport, IL, 61032"
1188,Saint James Hospital,"2500 West Reynolds Street, Pontiac, IL, 61764"
1189,St Joseph Medical Center,"2200 E Washington, Bloomington, IL, 61701"
1190,Memorial Hospital Of Carbondale,"405 W Jackson, Carbondale, IL, 62902"
1191,St Marys Hospital,"1800 E Lake Shore Dr, Decatur, IL, 62521"
1192,Iroquois Memorial Hospital,"200 Fairman Street, Watseka, IL, 60970"
1193,Franciscan St James Health,"20201 S Crawford Avenue, Olympia Fields, IL, 60461"
1194,Presence Mercy Medical Center,"1325 N Highland Avenue, Aurora, IL, 60506"
1195,Centegra Health System - Woodstock Hospital,"3701 Doty Road, Woodstock, IL, 60098"
1196,Jackson Park Hospital,"7531 S Stony Island Ave, Chicago, IL, 60649"
1197,Little Company Of Mary Hospital,"2800 W 95th St, Evergreen Park, IL, 60805"
1198,Presence Saints Mary And Elizabeth Medical Center,"2233 W Division St, Chicago, IL, 60622"
1199,South Shore Hospital,"8012 South Crandon Avenue, Chicago, IL, 60617"
1200,Advocate Illinois Masonic Medical Center,"836 West Wellington Avenue, Chicago, IL, 60657"
1201,Heartland Regional Medical Center,"3333 W De Young, Marion, IL, 62959"
1202,Memorial Hospital,"4500 Memorial Drive, Belleville, IL, 62226"
1203,Riverside Medical Center,"350 N Wall St, Kankakee, IL, 60901"
1204,St Elizabeth Hospital,"211 S Third St, Belleville, IL, 62220"
1205,Sarah Bush Lincoln Health Center,"1000 Health Center Drive P O Box 372, Mattoon, IL, 61938"
1206,Ingalls Memorial Hospital,"One Ingalls Drive, Harvey, IL, 60426"
1207,Methodist Hospital Of Chicago,"5025 N Paulina Street, Chicago, IL, 60640"
1208,Elmhurst Memorial Hospital,"155 East Brush Hill Road, Elmhurst, IL, 60126"
1209,Advocate Condell Medical Center,"801 S Milwaukee Ave, Libertyville, IL, 60048"
1210,Norwegian-american Hospital,"1044 N Francisco Ave, Chicago, IL, 60622"
1211,Advocate Christ Hospital & Medical Center,"4440 W 95th Street, Oak Lawn, IL, 60453"
1212,Methodist Medical Center Of Illinois,"221 N E Glen Oak Ave, Peoria, IL, 61636"
1213,Harrisburg Medical Center,"100 Doctor Warren Tuttle Dr, Harrisburg, IL, 62946"
1214,Delnor Community Hospital,"300 Randall Rd, Geneva, IL, 60134"
1215,Silver Cross Hospital  And Medical Centers,"1900 Silver Cross Blvd, New Lenox, IL, 60451"
1216,Presence Saint Joseph Hospital - Elgin,"77 N Airlite Street, Elgin, IL, 60123"
1217,Advocate Lutheran General Hospital,"1775 Dempster St, Park Ridge, IL, 60068"
1218,Presence Saint Joseph Hospital - Chicago,"2900 North Lake Shore Drive, Chicago, IL, 60657"
1219,Swedish American Hospital,"1401 East State Street, Rockford, IL, 61104"
1220,Edward Hospital,"801 South Washington, Naperville, IL, 60540"
1221,Saint Anthony Medical Center,"5666 East State Street, Rockford, IL, 61108"
1222,Illinois Valley Community Hospital,"925 West St, Peru, IL, 61354"
1223,Rockford Memorial Hospital,"2400 North Rockton Avenue, Rockford, IL, 61103"
1224,Westlake Community Hospital,"1225 Lake St, Melrose Park, IL, 60160"
1225,Central Dupage Hospital,"25 North Winfield Road, Winfield, IL, 60190"
1226,Advocate South Suburban Hospital,"17800 S Kedzie Ave, Hazel Crest, IL, 60429"
1227,Community First Medical Center,"5645 W Addison Street, Chicago, IL, 60634"
1228,Northwest Community Hospital 1,"800 W Central Road, Arlington Heights, IL, 60005"
1229,Alexian Brothers Medical Center 1,"800 W Biesterfield Rd, Elk Grove Village, IL, 60007"
1230,Genesis Health System,"801 Illini Drive, Silvis, IL, 61282"
1231,Loyola University Medical Center,"2160 S 1st Avenue, Maywood, IL, 60153"
1232,Trinity Rock Island,"2701 17th St, Rock Island, IL, 61201"
1233,Northwestern Memorial Hospital,"251 E Huron St, Chicago, IL, 60611"
1234,Kishwaukee Community Hospital,"One Kish Hospital Drive, Dekalb, IL, 60115"
1235,Advocate Good Samaritan Hospital,"3815 Highland Avenue, Downers Grove, IL, 60515"
1236,Anderson Hospital,"6800 State Route 162, Maryville, IL, 62062"
1237,St Alexius Medical Center,"1555 N Barrington Rd, Hoffman Estates, IL, 60194"
1238,Advocate Good Shepherd Hospital,"450 West Highway 22, Barrington, IL, 60010"
1239,Adventist Glenoaks,"701 Winthrop Avenue, Glendale Heights, IL, 60139"
1240,Crossroads Community Hospital,"8 Doctors Park Road, Mount Vernon, IL, 62864"
1241,Provident Hospital Of Chicago,"500 E 51st St, Chicago, IL, 60615"
1242,Adventist Bolingbrook Hospital,"500 Remington Boulevard, Bolingbrook, IL, 60440"
1243,Metro-east Services Inc,"1404 Cross Street, Shiloh, IL, 62269"
1244,Thomas H Boyd Memorial Hospital,"800 School St, Carrollton, IL, 62016"
1245,Kirby Medical Center,"1000 Medical Center Drive, Monticello, IL, 61856"
1246,Midwest Medical Center,"One Medical Center Drive, Galena, IL, 61036"
1247,Warner Hospital And Health Services,"422 W White St, Clinton, IL, 61727"
1248,"Genesis Medical Center, Aledo","409 Nw 9th Avenue, Aledo, IL, 61231"
1249,Memorial Hospital,"1454 N County Road 2050, Carthage, IL, 62321"
1250,Community Memorial Hospital,"400 Caldwell, Staunton, IL, 62088"
1251,Pinckneyville Community Hospital,"5383 State Route 154, Pinckneyville, IL, 62274"
1252,Washington County Hospital*,"705 S Grand, Nashville, IL, 62263"
1253,Advocate Eureka  Hospital,"101 S Major St, Eureka, IL, 61530"
1254,Osf Saint Paul Medical Center,"1401 E 12th Street, Mendota, IL, 61342"
1255,Fairfield Memorial Hospital 1,"303 N W 11th Street, Fairfield, IL, 62837"
1256,Rochelle Community Hospital,"900 N 2nd St, Rochelle, IL, 61068"
1257,Mason District Hospital,"615 North Promenade Street,p O Box 530, Havana, IL, 62644"
1258,Illini Community Hospital,"640 W Washington, Pittsfield, IL, 62363"
1259,Hoopeston Community Memorial Hospital,"701 East Orange Street, Hoopeston, IL, 60942"
1260,Gibson Community Hospital,"1120 N Melvin Street, Gibson City, IL, 60936"
1261,Osf Holy Family Medical Center,"1000 W Harlem Avenue, Monmouth, IL, 61462"
1262,Hammond Henry Hospital,"600 N College Avenue, Geneseo, IL, 61254"
1263,Paris Community Hospital,"721 E Court Street, Paris, IL, 61944"
1264,Franklin Hospital,"201 Bailey Lane, Benton, IL, 62812"
1265,Abraham Lincoln Memorial Hospital,"200 Stahlhut Drive, Lincoln, IL, 62656"
1266,Massac Memorial Hospital,"28 Chick Street, Po Box 850, Metropolis, IL, 62960"
1267,Ferrell Hospital Community Foundations,"1201 Pine Street, Eldorado, IL, 62930"
1268,Osf Saint Lukes Medical Center,"1051 West South Street, Kewanee, IL, 61443"
1269,Hamilton Memorial Hospital District,"611 S Marshall Avenue, Mcleansboro, IL, 62859"
1270,Wabash General Hospital 1,"1418 College Drive, Mount Carmel, IL, 62863"
1271,Hardin County General Hospital,"Ferrell Road, Rosiclare, IL, 62982"
1272,Morrison Community Hospital,"303 N Jackson Street, Morrison, IL, 61270"
1273,Hopedale Hospital,"107 Tremont Street, Hopedale, IL, 61747"
1274,Marshall Browning Hospital,"900 North Washington Street, Du Quoin, IL, 62832"
1275,Hillsboro Area Hospital,"1200 E Tremont Street, Hillsboro, IL, 62049"
1276,Sarah D Culbertson Memorial Hospital,"238 South Congress Street, Rushville, IL, 62681"
1277,St Joseph Memorial Hospital,"2 South Hospital Drive, Murphysboro, IL, 62966"
1278,Mercy Harvard Hospital,"901 Grant Street, Harvard, IL, 60033"
1279,St Joseph's Hospital,"12866 Troxler Avenue, Highland, IL, 62249"
1280,Perry Memorial Hospital,"530 Park Avenue East, Princeton, IL, 61356"
1281,Memorial Hospital,"1900 State Street, Chester, IL, 62233"
1282,Taylorville Memorial Hospital,"201 East Pleasant Street, Taylorville, IL, 62568"
1283,Valley West Community Hospital,"1301 North Main Street, Sandwich, IL, 60548"
1284,Pana Community Hospital,"101 E Ninth Street, Pana, IL, 62557"
1285,Union County Hospital,"517 North Main Street, Anna, IL, 62906"
1286,Crawford Memorial Hospital,"1000 North Allen Street, Robinson, IL, 62454"
1287,Lawrence County Memorial Hospital,"2200 State St, Lawrenceville, IL, 62439"
1288,Salem Township Hospital,"1201 Ricker Drive, Salem, IL, 62881"
1289,Fayette County Hospital,"7th And Taylor, Vandalia, IL, 62471"
1290,Carlinville Area Hospital,"20733 N Broad Street, Carlinville, IL, 62626"
1291,Red Bud Regional Hospital,"325 Spring Street, Red Bud, IL, 62278"
1292,Sparta Community Hospital,"818 E Broadway, Sparta, IL, 62286"
1293,St Francis Hospital,"1215 Franciscan Dr, Litchfield, IL, 62056"
1294,Clay County Hospital,"911 Stacy Burk Drive, Flora, IL, 62839"
1295,Ann & Robert H Lurie Childrens Hospital Of Chicago,"225 E Chicago, Box 57, Chicago, IL, 60611"
1296,Larabida Childrens Hospital I,"E 65th St At Lake Michigan, Chicago, IL, 60649"
1297,Shriners Hospital For Children,"2211 North Oak Park Ave, Chicago, IL, 60707"
1298,Johnson Memorial Hospital,"1125 W Jefferson St, Franklin, IN, 46131"
1299,Methodist Hospitals Inc,"600 Grant St, Gary, IN, 46402"
1300,Franciscan Health Hammond,"5454 Hohman Ave, Hammond, IN, 46320"
1301,Hendricks Regional Health,"1000 E Main St, Danville, IN, 46122"
1302,La Porte Hospital,"1007 Lincolnway, La Porte, IN, 46350"
1303,Community Howard Regional Health Inc,"3500 S Lafountain St, Kokomo, IN, 46902"
1304,St Catherine Hospital Inc,"4321 Fir St, East Chicago, IN, 46312"
1305,Clark Memorial Hospital,"1220 Missouri Ave, Jeffersonville, IN, 47130"
1306,St Vincent Kokomo,"1907 W Sycamore St, Kokomo, IN, 46904"
1307,Marion General Hospital,"441 N Wabash Ave, Marion, IN, 46952"
1308,Saint Joseph Regional Medical Center,"5215 Holy Cross Pkwy, Mishawaka, IN, 46545"
1309,Franciscan Health Michigan City,"301 W Homer St, Michigan City, IN, 46360"
1310,Lutheran Hospital Of Indiana,"7950 W Jefferson Blvd, Fort Wayne, IN, 46804"
1311,Elkhart General Hospital,"600 E Blvd, Elkhart, IN, 46514"
1312,Parkview Regional Medical Center,"11109 Parkview Plaza Drive, Fort Wayne, IN, 46845"
1313,Franciscan Health Crawfordsville,"1710 Lafayette Rd, Crawfordsville, IN, 47933"
1314,Union Hospital Inc,"1606 N Seventh St, Terre Haute, IN, 47804"
1315,Eskenazi Health,"720 Eskenazi Avenue, Indianapolis, IN, 46202"
1316,Goshen General Hospital,"200 High Park Ave, Goshen, IN, 46526"
1317,Henry County Memorial Hospital,"1000 N 16th St, New Castle, IN, 47362"
1318,St Mary Medical Center Inc,"1500 S Lake Park Ave, Hobart, IN, 46342"
1319,Porter Regional Hospital,"85 East Us Hwy 6, Valparaiso, IN, 46383"
1320,Hancock Regional Hospital,"801 N State St, Greenfield, IN, 46140"
1321,Good Samaritan Hospital,"520 S 7th St, Vincennes, IN, 47591"
1322,Baptist Health Floyd,"1850 State St, New Albany, IN, 47150"
1323,Dekalb Health,"1316 E Seventh St, Auburn, IN, 46706"
1324,Terre Haute Regional Hospital,"3901 S Seventh St, Terre Haute, IN, 47802"
1325,St Joseph Hospital,"700 Broadway, Fort Wayne, IN, 46802"
1326,Reid Health,"1100 Reid Pkwy, Richmond, IN, 47374"
1327,Indiana University Health Bloomington Hospital,"601 W Second St, Bloomington, IN, 47403"
1328,Indiana University Health,"1701 N Senate Blvd, Indianapolis, IN, 46202"
1329,Franciscan Health Mooresville,"1201 Hadley Rd, Mooresville, IN, 46158"
1330,Memorial Hospital Of South Bend,"615 N Michigan St, South Bend, IN, 46601"
1331,Riverview Health,"395 Westfield Rd, Noblesville, IN, 46060"
1332,Daviess Community Hospital,"1314 E Walnut St, Washington, IN, 47501"
1333,Fayette Regional Health System,"1941 Virginia Ave, Connersville, IN, 47331"
1334,Schneck Medical Center,"411 W Tipton St, Seymour, IN, 47274"
1335,King's Daughters' Health,"1373 East Sr 62, Madison, IN, 47250"
1336,Memorial Hospital,"1101 Michigan Ave, Logansport, IN, 46947"
1337,Community Hospital East,"1500 N Ritter Ave, Indianapolis, IN, 46219"
1338,Bluffton Regional Medical Center,"303 S Main St, Bluffton, IN, 46714"
1339,Saint Joseph Regional Medical Center - Plymouth,"1915 Lake Ave, Plymouth, IN, 46563"
1340,Deaconess Hospital Inc,"600 Mary St, Evansville, IN, 47747"
1341,St Vincent Hospital & Health Services,"2001 W 86th St, Indianapolis, IN, 46260"
1342,Dearborn County Hospital,"600 Wilson Creek Rd, Lawrenceburg, IN, 47025"
1343,St Vincent Anderson Regional Hospital Inc,"2015 Jackson St, Anderson, IN, 46016"
1344,Indiana University Health Ball Memorial Hospital,"2401 University Ave, Muncie, IN, 47303"
1345,Franciscan Health Dyer,"24 Joliet St, Dyer, IN, 46311"
1346,Parkview Huntington Hospital,"2001 Stults Rd, Huntington, IN, 46750"
1347,Major Hospital,"2451 Intelliplex Dr, Shelbyville, IN, 46176"
1348,St Vincent Evansville,"3700 Washington Ave, Evansville, IN, 47750"
1349,Parkview Whitley Hospital,"1260 E Sr 205, Columbia City, IN, 46725"
1350,Starke Hospital,"102 E Culver Rd, Knox, IN, 46534"
1351,Witham Health Services,"2605 N Lebanon St, Lebanon, IN, 46052"
1352,Franciscan Health Lafayette,"1701 S Creasy Ln, Lafayette, IN, 47905"
1353,Columbus Regional Hospital,"2400 E 17th St, Columbus, IN, 47201"
1354,Community Hospital Of Anderson And Madison County,"1515 N Madison Ave, Anderson, IN, 46011"
1355,Memorial Hospital And Health Care Center,"800 W 9th St, Jasper, IN, 47546"
1356,Community Hospital,"901 Macarthur Blvd, Munster, IN, 46321"
1357,Franciscan Health Crown Point,"1201 S Main St, Crown Point, IN, 46307"
1358,Community Hospital South,"1402 E County Line Rd S, Indianapolis, IN, 46227"
1359,Kosciusko Community Hospital,"2101 E Dubois Dr, Warsaw, IN, 46580"
1360,Parkview Noble Hospital,"401 Sawyer Rd, Kendallville, IN, 46755"
1361,Women's Hospital The,"4199 Gateway Blvd, Newburgh, IN, 47630"
1362,Dupont Hospital Llc,"2520 E Dupont Rd, Fort Wayne, IN, 46825"
1363,St Vincent Heart Center Of Indiana Llc,"10580 N Meridian St, Indianapolis, IN, 46290"
1364,St Vincent Carmel Hospital Inc,"13500 N Meridian St, Carmel, IN, 46032"
1365,Iu Health West Hospital,"1111 N Ronald Reagan Pkwy, Avon, IN, 46123"
1366,Orthoindy Hospital,"8400 Northwest Blvd, Indianapolis, IN, 46278"
1367,Indiana University Health North Hospital,"11700 N Meridian St, Carmel, IN, 46032"
1368,Franciscan Health Indianapolis,"8111 S Emerson Ave, Indianapolis, IN, 46237"
1369,Franciscan Health Munster,"701 Superior Ave, Munster, IN, 46321"
1370,Pinnacle Hospital,"9301 Connecticut Dr, Crown Point, IN, 46307"
1371,Orthopaedic Hospital At Parkview North Llc,"11130 Parkview Circle Dr, Fort Wayne, IN, 46845"
1372,The Orthopaedic Hospital Of Lutheran Health Networ,"7952 W Jefferson Blvd, Fort Wayne, IN, 46804"
1373,Community Hospital North,"7150 Clearvista Dr, Indianapolis, IN, 46256"
1374,Physicians' Medical Center Llc,"4023 Reas Ln, New Albany, IN, 47150"
1375,Indiana University Health Arnett Hospital,"5165 Mccarty Ln, Lafayette, IN, 47905"
